Id,tweet,class
,ول ابن القيم لا يزال المرء يعاني الطاعة حتى يألفها ويحبها فيقيض الله له ملائكة تؤزه إليها أزا توقظه من نومه إليها ومن مجلسه إ,pos
,ه عشان خاطرك يا سبووتي مع اني مكنتش ناوي انزل اسا,pos
,قة الله و سقياه,pos
,ي عجينه وسيكا اخلاء سبيل بس لسه مخرجوش يارب الليله يكونو في بي,pos
,ا الكل عالتصويت بلاش نضيع مجهودنا علي الفاضي خلينا نزود الفارق بلي,pos
,بوع هادا كل ما افكر كيف بدو يمرق برج راسي انو احاول انسى وبرجع بفكر مش هيي,neg
,ل خ,pos
,نت مقتنع طيب بللي بتقولوا ,neg
,اة بالقرب من الله حياة مطمئنة محفوفة بالتوفيق و مزينة بالرضا ومليئة بالسعادة عش تلك الحياة ولك الهناء أب,pos
,نت قديم ابو الججيل دلوقتى انت اللى بتجيب انا عايزة تورتة شيكوتة مليش دعوة وعصير فلوريد,pos
,فجر ليبيا تبيلهم الناتو من الاخر ك هكي معش ,neg
,لحت الدنيا بك وم,pos
,ل شي بديل إل,pos
,ا مش لاقي نفسي مش فاهمن,neg
,اعوت أذيال الإخوان وراء اتهامي بازدراء الإسلام ولا أتبرأ مما كتب,neu
,ا عارفه احل شي اكلت,neg
,ميين يار,pos
,هد أن لا امرأة تشبهني كصورة زيتية في الفكر والسلوك إلا أنت والعقل والجنون إلا أن,pos
,تيجى هنا وانا احب,pos
,نفجار قنبلة بجوار مقهى في دون خسائ,neg
,هد ان لا امرٲة اتقنت اللعبة الا ,pos
,بين همزة وصل وعلامة تعجب تكمن الحكاي,pos
,ا إله إلا الله والله أكب,pos
,با لثبات قل,pos
,مة ال بدايق عمرها ما بتنتس,neg
, جمال حظي أني عرفتك ربي يسعد مسا,pos
,لا تحيه لشهدائنا الابرار اللي استشهدوا علشان بلدنا وعلشانا ربنا يرحمكم ويثبتكم عند السؤال ويجعل قبركم روضه من رياض الجنه وربنا يصبر ا,pos
,را ايه يا كس,neg
,لتي النفسية متسمحش اني اذاكر وامتحن كدة تو ,neg
,اطيعوا الله ورسوله وأولي الأمر منكم هذا هو الإنسان الذي يحب وطنه ويحافظ عليه والا لا يستحق العيش ف,pos
,صر اللى عايشين من خ,pos
,ضت عيني وقلت برتاح واثره خيالك من وراء الجفنمرس,pos
,ابير سير على الطريق البحرية ليلة رأس السن,neu
,عنى و الله اا تاعب,pos
,ن آلله يعطي الذاكرين أكثر مما يعطي السائلين فاذكروا اللہ يذكركم سبحان الله والحمد لله ولا إله الا الله والله أك,pos
,يس ,pos
,ايشه حاله حب معاك وخد,pos
,يتك فسترتني نسيتك فذكرتني أغضبتك فرحمتني لا إله إلا أنت سبحانك إني كنت من الظا,pos
,يآنا في هذآ آلزمن آلآهٺمآم آلزآئد ب آلآخرين يفقدگ كرآمت,neg
,ه بس انا مو عارفه احل هال معقولة س,neg
,لشخص اللي بيبقي نفسك تفضل تتكلم معاه ساعة في اليو,pos
,دك فى مشيته عملوه منحنيات عضامك لينة لكن على التنيات تنية واتنين تلاتة اربع خمس ت,pos
,,neg
,ا حيااتى يا دعااء انا بحببك اووى يا حبيبتى مستنياكى ع ,pos
,ت داري بانشغالي ولا حبك شئ خ,pos
,ري لمن اشكي عذابيوالالا,neg
,ااضر دا انتي تامر,pos
,قني الله وإياكم لما يحبه ويرضا,pos
,ا حركاتك بقي,pos
,له بفرح كتير ,pos
, غلبك بالشتم فأدبه بالحلم علمه أن كل إناء بما فيه ينضح وأن كل واحد ينفق مما عن,pos
,يرسى حبيبة قلبى ربنا يسعدك يا ر,pos
,ط باخرة تركية محملة بالأسلحة في طريقها لمصر,neu
,نحدر الصعود مي,neg
,ا مدايقه بقى بكره امتح,neg
, الحمد لله نحمده ونستعينه ونسغفره ونستهديه ونعوذ بالله من شرور أنفسنا ومن سيئات أعم,pos
,اريت كل الناس زيك مكنش حد اتجرح اوى ولا حد تعب اوى فعلا كلامك صحيح بس فين اللي يسمع ويشوف ويحس مث,pos
,حمد,pos
,عصي الاله وانت تظهر حبه هذا محال في القياس بديع لو كان حبك صادقا لأطعته إن المحب لمن يحب مط,pos
, فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش ,neg
,ا من فترة للتانية ممكن أسأل ناس من القريبين شايفني إزاي أو حتى لو حد لسة عارفني عشان وارد جدا هيكونوا شايفين حاجات أنا مش شايفاه,pos
,تخصصي جراحه عشان اشغلكفي المستشفي بتاع,pos
,عات من الكئاب,neg
,دلله على حياة يدبرها الله وفق رحم,pos
,يرين يحيي مع لميس الحدي,neu
,سا الغلا والشوق واحلى التعابير واحساس م ينساك لو گنت غايب مساء الخ,pos
,ل ما فيني اتمنى اعيش بمكان جديد واعرف ناس جديد,pos
,ش عارف والله هشوف كدا يمكن حد يعر,neu
,ملين ايه ياحلوين واحشني من الصبح بس كان عندي امتحان ب,pos
,صل أفنان بردواا محامية و ليها وضعها ف الدول,pos
,یث یفوق جمآل حدیث اللسآن آلف مر,pos
,ان سلمى انا حاسه اننا هنسقط ,neg
,سه مفيش أخبار ع,neg
,روك لجميع الفائزين وجميع القبائل تبو,pos
,بنا يخليهوملك وتفرح بيه,pos
,ما إن الحالة تعبانة إرفع إيدك فوق لو متضايق هترو,pos
,حلى صباح مع محبوب العر,pos
,ش هنحفل على حد يعنى الايد البطالة نجسة اج,neg
,روق يغادر مران الأهلي مصابا وجاريدو يعالج أخطاء الدفاع بجمع,neu
,حم ربنا يخليكي يا رنده والل,pos
,ده قاتله لأ,neg
,سعدك يا رب ويارب تحققي آما,pos
,و هالموهب,pos
,ه دراسات دى كانت ف ابتدائى عقبال ما تووصلى اعداى و تاخدى علوم بقى و تكبرى و تبقى قد الد,pos
,ن يعش ببساطة ويتعامل بأناقة يجبر الجميع على احترامه وحبه كن بسيطا تكن أج,pos
,رب مالي ملاذ الا الدعاء ياكريم يارب اغثني برحمتك انت يالمقتدر اعوذ بك من غثاء الدنياء ومكر الرجيم والوذ بك من عقابك والسخط والق,pos
,تاجة حد بذاكرلي زي الاطفال من كتر مابسر,neg
,ت ممكن تدارى وجعك ودمعتك وديقتك عشان بس متصعبش على ,neg
,حنا بئى حنساعد بعض واللى يعرف يقول الباقى ا,pos
,حلى مسا على عيونك يا زنن عندى ,pos
,,pos
,هلين لو,pos
,ي أنا الناي الذي لا تنتهي أنغامه ما دام في الأح,pos
,طفى حسني قدوتي بعد رسو,pos
,ن ,neg
,اتم عزام ل رامي جان كل سنة وأنت حر التفاصيل من ,pos
, تفهمني ولن تفهمني فأنا أحدثك بقلبي وانت تحدثني بعق,neg
,ه هما الغلط ذا,neg
,ارك الله فيكم اخي شمالي ربنا يستجيب دعاءكم يارب ,pos
, سلام ما أحلى شعور الواحد يخلص دراسة و يكون عبى راسو نو,pos
, الموسم الى فات و انا بحب عروض أولاد ياسين و بيعملوا شو حلو جداا و أن شاء الله ياخدوا نع,pos
,قد تم تعطيل الحسا,neg
,ه فيديو ح,pos
,نى عالفوق كتفه هموم جبلي,neg
,ر حصرى من مطار القاهره لاستقبال ,pos
,ا يا جودعا,pos
,سي فعربية ڤول,pos
,هين ومينا ايد وااحده محمد شاهي,pos
,ول إلى القلوب ليس صعبا فقط كن أنيقا عند طرق باب القلوب و أحسن الزيارة ولا تكن ضيفا ثقيل,pos
,يسعدك يارب وان شاء الله تكون سنه سعيده عليك وعلي كل آحبابك يار,pos
,مد حلمي إنسان جميل جدا عبقري أسطورة في نفسه ك,pos
,لعمر والمصاري وشوفة الحال انا انا انا هي بتكون مش شبعني اللقمة عند ا,neg
,نى بجد الناس الناس كلها افتكرت الخروج الاسبوع ده الامتحان الاربع و انا لسه بفتح المادة بس انا مضطرة انزل و امرى لل,neg
,ريات لا تموت الذكريات ,neg
,جبا,neu
,ان هيلعن اليوم اللي كان فيه مص,neg
,ة شماال واليمين مش شغاال على فين را,neg
,يلر ليث ونورا لوحده كفيل انه ينقلنى لعالم تا,pos
, ٱشتقت لك و لسٱعة ٱللقٱء فروحي تنٱديك ألم تسمع ٱلندٱء أتعلم يٱملٱكٱ أنٱر ٱلكون بٱلضي,pos
,,pos
,اء يابن المجانين لا لا لا ل,neg
,ااك نعيم,pos
,اك اربعة نعيمن ه,pos
,يرسى بيك,pos
,سيلة المواصلات المتاحة في مصر دلوقتى هي السيسي كله يركب العرص السيسي والتذكرة بأجر رمزى أو مج,neg
,ف مبروك ولله مصر كلها فرحنالك ومستنين منك الاغنيه الأول,pos
,حنا معتبرينك تبعنا خل,pos
, حبه ربه حبب فيه خخلققه وانت ربنا بيحبكك عشان كده خدت اللقب فى قلوب الناس مينا عط,pos
,قا جدع مع غيرك متكونش عو,pos
,ق أعظم فضيلة في الحي,pos
,سان الناجح هو الذي يغلق فمه قبل أن يغلق الناس آذانهم ويفتح أذنيه قبل أن يفتح الناس أفو,pos
,وفو الصور الباقيه بتحمل تاب,neu
,ه يوفقك ويرزقك من حيث لا تحتس,pos
,هعع لا ماهو انا خل,pos
,لى رأى عبد المنعم محمود ياترى فيه كام واحد زى محمد حبيب لسه فى الأخوان و لم يكتش,neu
,ايه ان كرمه جت ف,neu
,صه انشروا وافضهوهم علي تلك الجريمه الافظع حقائق عن جريمه ترحيلات ابو زعب,neg
,ا خفي كان اعظم او يام في الجراب يحاوي البلد بلدهم بس ربنا يهدي الضال ,neg
,م أرب جوت تالنت بجدار,pos
,وىشخصية تأثير,neu
,ما بنعمة ربك فحدث انا الايه ده بتيجي معايا بنتايج عكسي,neg
,بقي كلواحد مستني الكلمة من التاني فمحدشبيقولها فبتفرقهمالا,neg
,ل شي عشان نفسهن رخوة كتي,neu
,ي علي نبي و تبسم د,pos
,دينا مرحله السياسه والقتل والدين وحتي معاناه معيشيه بتاعت الشعب مبقاش يفرق حاجه الاحسن ننسحب بهدوء وخلينا كوبنا افترا,neg
,ع مل,neg
,ه لكل واحد او وحده وسخه شتمت باسم يوسف او اتهمو بلخيانه والعماله وانه مابيفهمش باسم يوسف سبلكم البلد برطعو فيها ياولاد الكل,neg
,جدع ح,pos
,د ده اقصها استك وتبقى لباس كبيير بيضم طياز اكب,neg
,ا مش هعيش طول عمري مل,neg
,ا الدولة بتاعتى اسمها ز,pos
,م مع وزير الصحه اردني وعدد من النواب واصحاب العطوفه والسعادة في محافظة البلقا,neu
,لعيون الجمي,pos
,ه باين والله من غير توضيح هعمل بنصيحتك حاضر شوفت بسمع الكلام از,neu
,ا بنتى فيديو الانستجرام واكتبى معانا فى التاج شيرين يحيى مع لميس الحدي,neu
,ا تلموا الفرعون و لكن لوموا اشعب احترف صناعه الفراعنه و تأل,neg
,ل موسم ف عرب جوت تالنت احا كان فاجر وبعد كده بيض معيز وخصوصا الموسم د,neg
,نام و اصحى الاقي قلة الادب د,neg
,مل جدول وما امشيش علي,neg
,ليك انت بتربيتك واسلوبك مش تقولي هتعامل حسب اللي قدام,neu
,,pos
,اطمة ناعوت اللي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتتحاكم جنائيا بتهمة ازدراء الدين الإسلامي فاشية عسكرية ود,neg
,سل عسل عسل عسل ع,pos
, المطارح ملكناا نرقص مكاان ما ن,pos
, واحدة شبهها هي كانت مغطية نص وشها أص,neu
,يواا بقا والله عسل ياشاهينوو وانسان بجد قبل ماتكون فنان ياصقر الع,pos
,ول مكسحين والله ويقولك زمالك واهلي بلا ارف والناس تتخانق وده يفرح ان الاهلي اتغلب والأهلي يفرح لما الزمالك يتغلب حاجه تك,neg
, تلج ف الد,neu
,كرا يا الب,pos
,حسن بر,neg
,نهارده محمد سيراج لما لقي الفانز زعلان عشان مقعدش مع مينا قال هنعمل حفله وهجيبهلكم فيها قريب ج,neu
,يأها ليا أحالها عاملة حفلة وغمزها كأهم ولاد صغار وما احتفلت ولا اد من طلاب ستار اكاد,neu
,ريت الحمير اللى بيكتبو انجليزى بحروف عربى يعرفوا ان كل لغة لها حروف تتكتب بيها بدل الجهل ,neg
, شخص,neu
,مل نساء الدنيا الزوجة الصال,pos
,بعه اتفخت ف ال النهارده مستنين بكره هيحصل ايه ف تالت,neg
,اتبكي علي شئ ذهب فكل ذاهب فالحب كالموت لايعرف مذا,neu
,حبش أي سؤال فيه كلمة كده من غير سبب بس لو قال مكانها إشرح كذا هجاوب عادي رغم إن ترجمتها يعني إشرح بس الكلمة نفسها غب,neg
, جماعة والله كبرنا على الكلام في الس,neu
,و عامة اهلاوى ولازملكاوى هو اعلامى كويس ف,pos
,نديش اي ابن وسخة يخليني افرح او افرح حد ولو بأيسط طري,neg
,علش الله يقويك ويحم,neu
,ث وابتسام واشراق دود,pos
,ساعات كمان من الشا,pos
,و إنتي أسمك إي,neu
,ن الان ف نهاية السنة ونتمنى من الله ان تكون سنة سنة خير وحب وامن واستقرار وتحسن ف جميع الأحوال يار,pos
,ا مش مهمة عند حد فا ليه اخلي حد مهم عندي مهما كنت بحب,neg
,ل من يتحدث من خلفي لو أنك مكتمل الرجولة لتحدثت في وجه,neg
,هور الإتحاد النهارده حضرماتش الباسكت بتاع الأهلى و ضربوا اللاعيبه محمود طاهر منع جمهور الأهلى من حضور يد و باسكت و بيقبض على الجمهور ,neu
,لى حاجة في الدنيا لما تحصل حاجة نفسك فيها فجأة فتفرح أستمتع وتبسط بكل التفصيل اللي ممكن تبسطك أرابيسك تصبحوا على خي,pos
, الملايكه اما تشوفها وردايه تحلم تقطفه,pos
,ه قلب الام حبيب,pos
,ام و لا لأ اختا,neu
,واز بليزز بلغ سلامي ل محمد الصبحان اقرأ رسالتي ابي تويتر تب,neu
, عمره فيما أف,neu
,ما السباك ي,neu
,لقلب يتخذ القرار اللي بيناس,neu
,وحشنى صوتك الهامس بسرح لما نتهامس فى صوتنا لما يتلا,pos
,فرة حتى العدد استخسروه فينا يقولك كام وثلاثين ,neg
,رحمنا ونقطنا بسكا,neg
,تنا اللي بضيعني للماضي بترجعني وعايز تحبسني فيه احلامي انتا اللي قضيت عليها لما اتحكمت فيها طب ليا ايه احنا الجيل الشايب وهو شب,neg
,ش لوح,neu
, علكم سل,neu
, اطلع غلي ف اي,neg
,يس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طوي,neg
,,neu
,ضل ان تعيش حياتك وتدعهم يعيشوا حياتهم وعلي قدر اقترابهم منك اقترب انت واجعل لمشاعرك وزن,neu
,كم من قضاه كلمهم ممدوح شاهين وكم من قاتل أفلت من عقاب الأر,neg
, كالغذاءتحتاج له دائما و أخ كالدواءتحتاج له أحيانا و أخ كالداءلا تحتاج إليه أبدا أهو أنا بحب أكون رقم ده ف,neu
,نا عايز انيك أي واحدة جميل,pos
,ناه مكملين عرضت التسر,neu
,ضي انتهاء لما عرف,pos
,لكلام دا مستحيل لان كدا انت ممكن ترجع الزمن لو,neu
,انا قررت انى اعمل للناس اللى عندى كله,neg
,ص وصلت الفكرا شكرا لانك اثبتلى انى مليش ح,neg
,ائعة تجنني هي دي فعلا الموهبة اللي ب,pos
,ن شاء الله العملية تتم على خير وتقوم بالسلامة وتبقى زى الاول واحسن كمان ويباركلكو ,pos
,لف غير مسئول عن اي فكره هتكون,neu
,هرة و هو بيقول في اخر اغنية حسبي الله ونعم الوك,neg
,شدل,neu
,صدك مين بيتجاهل شي,neu
,نا سايبه الموب وفاتحه من لاب دلوقتى ع فكر,neu
,نا شايف انها محتاجة دكتورمسالك بولية لعلاجهم من حساب تحيا م,neg
,ت البلد كلها حورات و محدش عارف الدنيا ماشية ازاى ولا عارفين اى بتنجان استغفر الله العظيم ياارب اللهم ارنا الحق حق,neg
,ا أوحشك يا ,neg
,فو ماذا قالت ميركل لمن يطالبون بمساواتهم بالمعلمي,neu
, صل,neu
,وار خولاتي ,neg
, في بداية صباحي أسألك إلهي أن يكتمل يومنا بلا قهر ولا تعب ولا هم ولا قلق ولا حزن ولا خذلان نصبح بك ومعك وبك أصبحنا يارح,pos
,حب مصالح جارح مايسديش و يشييل في الأزمة ييجي في الوقت المالح و متحسيش انه له لزمة العيش و الملح اتباع و الكل صبح خدا,neg
,ق محمود عثمان مع خالد الغندور ع التليفو,neg
,فت مصر يا قبطاان يلا كام ريتوييت مينا عطا محمد شاهي,pos
,ين ,pos
,لاخوان من قناة تركية ومعتز مطر يرموا عضمة للنوشتاء وهم يولعوا اللي,neu
,,neu
, أجد حل يحل محل الحال الحالي لحالتي ح,neg
,نة فردية ربنا يستر علينا كلن,neg
,ش مظب,neg
,قل هو من يضع قارب و يعبر النهر ليس من يبني حائط ليحمي نفسه من فيض,neu
,لام مينا عن شرين يحى اخته وصديقت,neu
,ايه صدمات يا كلا,neg
,وك بقي للكلب ده اللي بيقول علينا عبيد البيادة وهو من عبيد المرشد تبع الخرفان يعن,neg
,,pos
,زم الشواب خربو اسامي كل الا,neg
,يفضلوا يهروا ويولولوا ويمئمؤا إحنا ماشين ف طريقنا وهننجح بإذن الله الانكلاب يتر,neg
, ناس ماشية بمبدأ انتا فى حالك واحنا برضوا فى حا,neg
,يستال الدرة الشقية الفين سلام وتح,neu
,م لله من لطف خف,pos
,ا بتقطع من جوايا ونسيت طعم الف,neg
,لو مرارة عيش في رضاك مول,pos
,دعولى يا بنات امتحانى يوم الا,neu
,ا ه,neu
,و روحت الاهلي يا محمد يا ابراهيم ابقي سلم علي اينو و صبري و طارق السعيد و محمد صديق يوصل ان شاء ال,neu
,لأهلي دا فريق جبار الاعصار ن,pos
,ه ماهي نازله علشان عيد ميلاد مينا وسمعت ان ليها استضافات ف مصر ع السي بي سي ورو,neu
,ع النسيان مش هو الح,neu
, الغندور هدفي مبارة في ماتش انبي صحيحة و ضربة جزاء الزمالك غير صحيحة و ضربة جزاء انبي صحيحة و كان يجب طرد احمد ع,neu
,ساس وحش أوي لما تحس أنك بتخسر كل إللي بتحبهم بالتصوير الب,neg
,ي اسقط اسقط اس,neg
,و دراجونز حضروا ماتش الاسماعيلة النهارد,neu
,رف حالك أبوس أيد امك خليك ف,neg
,ك ثم ,neg
,قا,neu
,لبوس حاجه ممتعه الصراحه وحاجه حلوة فشخ واحلى حاجه لما هرمون الاكستوسين يبرد فى الافراز ونسبته تزيد فى الجسم احيه على دا احس,pos
, ندمانة بالعكس كفايا إنك عني دلوقتي بع,neg
,تفاء هو الحل ,neu
,ا اكتر حاجة ممكن تخسرنى حد انه ميصدقنيش انه يكذب الكلام اللى بقو,neg
,,neg
,رب اعرف اغش الدعوة دى مابيجليش قلب اد,neu
,ا هو في تسريب ,neg
,ل سنه وإنتوا طيبين وسنه سعيده عليكوا يارب ودايما متجمعين ع المح,pos
,لقبض على قاتل سعاد حس,neu
,يتر وناسه متقدمين عن الفيس وناسه بتلاتين اربعين سنة ضوئية فى كل حا,neu
,ي نعرف شن قصه شبكه ليب,neu
, انا وعهد الله حبيك,pos
,ة قل,pos
,حت البطانيه و جنب شاحن الموب,neu
,نا عن نفسي نص,neu
, هو انت لو موجود ليه ساكت على كل ,neg
,لعين فرسة من صالة المطار قدامى ايه الجمال ,pos
,مل ما بدا,neg
,خبط دماغك فالح,neg
,هور اللواء عمر سليمان فى احد شوارع المهندسين ليلة ا,neu
, واحد بيدور ع اللى بيتجاهلو ويحب,neg
,رجين مع شوية موبايلا,neg
,نا الدمعة هتفر من عيني يلا يا اووفر انت وهي دا انتوا بتضربوا بعض قدام,neg
,ت ايه غير رقة و نضا,pos
,,neg
,نا ولد بنعازي يكفيني عارف الصح من الخطاء وعارف امعمر الحقير انه كان عافس ع الحقراء اللي ف اللي,neg
,ه يشف,pos
,انا مثلك يارية تريحيني وانا اريح,neu
, إنت ياما غلطت كتي,neg
,ن آدم خطائون من ملحد لذوي الدقو,neu
,ما كنت مجتهدا بنسيان الماضي صدفة واحدة قد تعيدك للوراء ,neg
,ياا ساعه نجرب نفتح معش ف,neu
,رام ع,neg
,وما ما سيعرف العالم ليس ال,neu
,,neu
,ن عندي هواية التفال من المرت,neu
,اك آشخاص نحنوا لا نخسرهم إنما المواقف تغربله,neg
,ابس غوت تالنت حلقة الزيتوو,neu
,سااره علي طلع,neg
,ب مش على الناس اللى بتطرح افكار مختلفة العيب على من يعتنق كل ما يمر بمسامعه بدون تنقيح فهونوا على انفسك,neg
,هو بكره نقول كانت ذك,neg
,ي اللي ف بالي بالملي قمر ومن السما نز,pos
,هار اسود مش ممكن اصدق والل اروح ,neg
,عندكيش شخصية ,neg
,ه اهلاوى الى ش يعر,neu
, ذكريات في حياتك مينفعش تتقال لحد مش عشان غلط عيب تافهة لأ بس عشان حلاوتها عمر ما حد هيفهمها الا اللي كان ,neu
,ين الخلاف الاخوان والاسلامجية نفس الفكر اليميني الرأسمالي ولا حضرتك مش واخد با,neu
, لي متى ترسم على قلبي جراح منك الصبر ما قويته افقدتني ما احتوي,neu
,ادة حق بداية هي كل بداية لطريق الحق والنور تميز نجاح عطاء نسأل الله أن يحرم وجيهكم عن النار كماعهدناكم كنتم ومازلت,pos
,ا أردت أن تصمد للحياة فلا تأخذها على أنها مأسا,neu
,ما نقوللكم فيه ناس من كثر الاكتئاب لعندهم يتمنوا لو أنهم أنخلقوا حيوانات ما حد صدقن,neg
,تيب الأول,neu
,ئلة توضح معا,neg
,له الحكام دول محتاجين معجزه سماويه علشان يتعد,neg
,ش نا لي درتها ظلمتني محمد ,neg
,ليز اللي بيحب دعاء بجد يصووت لها نسبتها قليله شدوو الهمه دعاء السباع,pos
,جبتني جملة معتز مطر لما قال النهاردة مجرد بداية لسلسلة تسريبات لسه هتتذاع دي كفيلة لوحدها انهم يسربوا لاإر,neu
,,pos
,لدى لكن اسيبها او اتخلى عن جنسيتى مستح,pos
,ونا حاقدة عل,neg
,انت بالصحة والسلامة وسنه عزه ونصر ع الجيش المصري ان شاء الل,pos
,سى ارجع اعيش يوم واحد من ايام ز,neg
,نت لتقترب لولا الك,neg
,عب او,neg
,سوأ ما ورد في التسريبات الحاجة وتلاتين فهي تختصر قيمة الانسان عند العس,neg
,نت سري وانت ما نويت إكتشاف,pos
,يب واحد بيج تيست,neu
,ر بدا نو,neu
,م الليله معلق معايا انهارده او,neu
,عشم لما يطلع علي الفاضي بتبقي اكبر مقلب ممكن تاخد,neg
,نا نفس الكلام بس تويتر بس تقريبا بيضيع وقتي جامد و فنفس الوقت مش عارفة ابتدي اقفله من امتي مثلا بدل ما ازهق بد,neg
,دى احساس قوى ان فيه حياه تانية غير اللى احنا عايشينها ,neu
, انتا بردو ابن ك,neg
,ك عش,neu
,ش خاين مش خابن وبيكره الاهلي مش حصدق استحال,pos
,ا مسكينه بعينك الله معك وقت تنامي اقرأي المعوذات و,pos
,با استقرار في الب,neu
,ع بحبك علي الانثي ترانيم وتناغم موسيقي الطبيعه مع بعضها البعض فإن كان في استطاعتك ياأدم قولها لاتتردد فهي تحب ان تسمعها كل حي,pos
,مكن علي مناطق معي,neu
,نا عنده مشكله و ومحتاجه مساع,neg
,ود اللي فيني هالايام أبرد من الاربعه اللي كانوا يعزفوآ على سفينة تايتنك وهي تغر,neg
,لجهل يحقق رابطة متينة بين الفئات المصابة به ويرصها جميعا صفا واحدا ضد الأعداء وراء الجدار في حالة استعداد دائمة للبدء في القت,neg
,رب الكليه تولع الصبح قبل الأمتحا,neg
, هو علاج مرض القل,neg
,كن دور بدون كلام هذا اصعب نوع من انواع التمث,neu
,رب في جوف أرضگ أموات أبعدهم القدر عنا ف أرحمھم برحمتگ و اغفر لہم و وسع قبورهم و أسگنہم فسيح جن,pos
,خ ماجد سامي قال يعني بيحتفل بالهدف لوادي فجلة ناديه ف الدوري قام عامل اعلان كل اهدافهم اللي جابوها ف أصل الزمالك بيوج,neg
,ا تحس ان وجودك زى عدمه يبقى عدمه احس,neg
,ل حكيم هل هناك أقبح من البخل قال نعم الكريم إذا تحدث بإحسانه لمن أحسن الي,neu
,ايق من طريقتي دي لأنها بتوترني و بتاخد مساحة كبيرة من تفكي,neg
,وعين اللي فاتو كانوا من أكبر فترات الضياع اللي عشتها فحياتي فيه حاجه غلط بج,neg
,نوزتنا عايزينك تنورى مصر قريب وتحية من مصر لاهل الجزا,pos
, ناطرين التلج ما عاد بدكن ترجعو,neu
,ا عم عارف طب حاول تفتكر ولو ما افتكرتش لما اشوفك هبقى اق,neu
,ن يقول لي أحبك ينزاح الظلام ويعم السلام ويغني لي الزه,pos
,ومال يابنتى احنا نواينا صادقه بس حلو الهاشتجين دول عجبن,pos
,يديو الطب الشرعي يكشف الستار عن عدد حالات الانتحار في شاهد الفيدي,neu
,مة الاسلام اشي لا يقدر بثمن الحمد لل,pos
,نة كانت لما بتضحك يحلى فى عينى العمر الجا,pos
, كل بتبقى زي ما احنا شايفنه,neu
, هنسى ان اول بنت عملتلها ادد ع الفيسبوك عملتلى بلوك قبل ما تعملى اكسيب,neg
,صير يصير مش يقولوا انه الاموات يسمعوا ,neu
,تاخد زمنها و زمن غ,neg
,كى اهاتى ااه واه اهاتى ااه وقول يادنيا خدى وهاتى خدى وهاتى دة انا المغنى المغنو,neg
,باح أورد من أحمد انا بحب سكس انا بحب الزمالك الرضاعة من كل حتي ,pos
, مبين اي حاجة وعمال بتتألم مش مبين بس دمعه من كتر بكاه علي وشه عل,neg
,ل ف الميزان لكل خلق الل,neu
,كتها بس لوحدها قصيده شع,pos
,ب معلش يا جماعة نجرب بس كوت زيس تويت ويز ا سيلفي بس راعو فينا ربنا دول مرعاوش حاجه ولا راعوا فينا ربنا ولا الهه الشمس ح,neg
,حان الله وبحمده عددخلقه ورضا نفسه وزنة عرشة ومداد كل,neu
,تحانات علي الاب,neu
,ب ناس بتخلصه ناس تانيه خا,neg
,احد بيقول البص عايزا جزئه يتثب,neu
, حاجه حرام بتبقى بنت وسخه بي مغر,neg
,نية اللى تهز قلبك وتنزل دمعتك وتقربك لربنا يترفعلها القب,pos
,نسي مبتفرجش غير علي باريس سانجيرمان عشان لويز وإبرا وب,neu
,مط شعور تقعد مضايق و تفتح الكاميرا الاماميه بالغلط يعني هو الواحد ناقصه ,neg
,سل,pos
,حفة الصورة ايوة كده الا انا عينى وجعتنى من الابيض واس,pos
,ب ما رولا كان المنتج انديمول كلوديا بتعتبر مسلسل وبتتحكم فى احداثه وقالتها مره هما ادونا حياتهم شهور تحت تص,neu
,بوني آدعو اني اعيش طول العمر مع داد,pos
,ا عايز حد يكون عايز يفضل و يايا بدون أسباب دورت ف كشف اللى أعرفهم ف لقيتنى أخدت الكل غ,neg
, يسولي حسابي كيك ماسنجر بليز ناط,neu
,بحو علي خ,neu
,لتل,neu
,م اني اسالك موجبات رحمتك وعزائم مغفر,neu
,ن نرفض أن ننزل لمستواهم لا يعرفون أن ثمة فرقا شاسعا بين التكبر و الترفع الترفع شيء يشبه نصيحة أهلنا لنا ونحن صغار إياكم وأولاد الش,neg
,ت لحظه جت تداريني وتعدي انت عمر صرت اعيشه من جد,pos
,س باين عليك لي هلبا في ل,neu
,وا البينا زى ما يكون علاقه صداقه حب وجنو,pos
,مكن تتصل برقم من نفس رقمك مقابل قروش للمكالمه وتتأكد من تسجيل بيانات الخط يا محم,neu
,يطول بسرعة لما اقصيه انتي حل,pos
, تعليق اطلاقا يعن,neu
,ا بحب الناس اللي بتدعيلي او,pos
, الالحاد بقى موضة هو ك,neg
,اسة مش متأك,neu
,عى فى يوم تنسى آنه ,neu
,احبك اللي اقرب ليك من اهل,pos
,ميس الحديدي تودع عب,neu
,ي دى كيوت خالص يعنى مش بتحبى كيرم,neu
,تمسكوا ف خناق المصريين كمان مش كنا حبايبكوا اول البرنامج لا اله الا الله ع الغ,neg
